Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
GLNG,Golar Lng,Energy,23.07,0.021551153,N/A,N/A,0.49718511,1852.492209,2.351555853,0.068482798,0.8457197,27.4,19.14
GLRE,Greenlight Capital Re Ltd,Financial Services,11.48,0,N/A,N/A,0,404.922709,5.621740285,0,0.374389228,11.72,7.52
GLT,Glatfelter Corporation,Basic Materials,1.67,0,N/A,N/A,0,75.22667,N/A,0,1.33656986,4.87,1.44
GLUE,Monte Rosa Therapeutics Inc,N/A,3.58,0,N/A,N/A,0,177.78043,0,N/A,1.411633066,10.96,2.44
GMRE,Global Medical REIT Inc,Real Estate,9.32,0.090128755,0,0.009805798,0.811977264,611.065269,0,N/A,1.053376724,10.99,7.69
GMS,GMS Inc,Industrials,62.33,0,N/A,N/A,0,2530.165118,7.659020612,0,1.363515786,76.14,44.93
GNK,Genco Shipping & Trading Limited,Industrials,13.42,0.114135209,N/A,N/A,1.531694499,570.735006,0,N/A,1.070728445,18.92,12.26
GNL,Global Net Lease Inc,Real Estate,8.75,0.182857143,-0.115,0.148050471,1.465444493,913.76775,N/A,N/A,1.074528648,13.68,7.56
GNTY,"Guaranty Bancshares, Inc. (TX)",Financial Services,30.11,0.022726306,0.045454545,0.06232104,0.68428908,348.291463,0,N/A,0.770333508,36.04,21.75
GNW,Genworth Financial Inc,Financial Services,6.2,0,N/A,N/A,0,2871.141353,6.006571868,0,0.943887946,6.4,4.48
GOEV,Canoo Inc,N/A,0.2732,0,N/A,N/A,0,173.271863,0,N/A,1.903459972,1.68,0.25
GOGL,Golden Ocean Group Limited,Industrials,7.53,0.095531649,N/A,N/A,0.719353318,1509.656726,7.592204534,0.724570224,1.05451173,10.17,6.71
GOGO,Gogo Inc,Communication Services,11.12,0,N/A,N/A,0,1431.111552,9.049420477,0,0.989781841,17.94,10.39
GOLF,Acushnet Holdings Corp,Consumer Cyclical,55.2,0.013782171,0.083333333,0.084471771,0.760775851,3674.142415,16.31654113,0.232653166,0.827331162,61.77,41.58
GOOD,Gladstone Commercial Corp,Real Estate,12.66,0.09478673,0,-0.044258393,1.166648306,505.361817,N/A,N/A,0.910778764,17.8,10.01
GOSS,Gossamer Bio Inc,Healthcare,0.5704,0,N/A,N/A,0,128.52375,0,N/A,2.512782247,10.57,0.4525
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,274.95,0.006311725,N/A,N/A,1.735408857,3800.563188,6.003100913,0.038082266,1.05103709,278.49,158.97
GPMT,Granite Point Mortgage Trust Inc,Real Estate,4.78,0.157886627,N/A,N/A,0.754698075,246.54208,N/A,N/A,1.455767426,6.54,3.67
GPOR,Gulfport Energy Corp.,Energy,133.17,0,N/A,N/A,0,2480.402314,N/A,0,0.844943006,134.84,60.15
GPRE,Green Plains Inc,Basic Materials,28.2,0,N/A,N/A,0,1678.21976,N/A,0,1.45741749,37.49,25.78
GPRO,GoPro Inc.,Technology,2.83,0,N/A,N/A,0,357.904262,N/A,0,1.428883003,6.57,2.41
GRBK,Green Brick Partners Inc,Consumer Cyclical,44.89,0,N/A,N/A,0,2037.03476,7.70792408,0,1.526975613,59.3,19.53
GRC,Gorman-Rupp Co.,Industrials,31.02,0.023210832,0.029411765,-0.38567016,0.69361983,812.537818,28.60847187,0.636348468,1.005668929,33.56,22.63
GREE,Greenidge Generation Holdings Inc,N/A,5.66,0,N/A,N/A,0,24.813536,N/A,0,2.356154426,13.9,1.55
GRNA,GreenLight Biosciences Holdings PBC,N/A,0.2995,0,N/A,N/A,0,0,0,N/A,,,
GRPN,Groupon Inc,Communication Services,14.49,0,N/A,N/A,0,452.792475,N/A,0,2.464749974,16.25,2.89
GRWG,GrowGeneration Corp,Consumer Cyclical,2.27,0,N/A,N/A,0,138.996154,N/A,0,2.153687099,8.63,1.86
GSAT,Globalstar Inc.,Communication Services,1.42,0,N/A,N/A,0,2556,N/A,0,1.307213085,2.1,0.8538
GSBC,"Great Southern Bancorp, Inc.",Financial Services,52.38,0.029884766,0,0.045639553,1.565364034,626.111916,7.874333957,0.241196307,0.784260453,60.4,43.96
GSHD,Goosehead Insurance Inc,Financial Services,71.12,0,N/A,N/A,0,1699.679598,280.2439568,0,1.825009129,79.4,31.21
GT,Goodyear Tire & Rubber Co.,Consumer Cyclical,12.57,0,N/A,N/A,0,3563.309875,N/A,0,1.521900471,16.51,9.66
GTLS,Chart Industries Inc,Industrials,122.5,0,N/A,N/A,0,5236.951318,N/A,0,1.835791854,242.59,101.44
GTN,"Gray Television, Inc.",Communication Services,7.77,0.040553144,N/A,N/A,0.315097926,749.711265,3.48702914,0.135235161,1.781633675,13.98,5.97
GTY,Getty Realty Corp.,Real Estate,28.21,0.059713168,0.048780488,0.042029664,1.684508471,1486.716791,21.59669946,1.194686859,0.606950401,35.11,25.95
GVA,Granite Construction Inc.,Industrials,45.93,0.01126475,0,0,0.517389956,2017.25373,86.58484546,1.157213053,0.893926092,46.72,32.66
GWH,ESS Tech Inc,N/A,1.32,0,N/A,N/A,0,205.379001,N/A,0,2.384072304,4.32,0.75
GWRS,Global Water Resources Inc,Utilities,10.75,0.027906977,0,0.002025949,0.291762501,259.833058,0,N/A,0.64806247,14.48,9.3
HA,"Hawaiian Holdings, Inc.",Industrials,4.53,0,N/A,N/A,0,233.899723,N/A,0,1.830741021,15.74,3.7
HAE,Haemonetics Corp.,Healthcare,88.43,0,N/A,N/A,0,4484.463044,34.95921361,0,0.671376462,95.26,72.26
HAFC,Hanmi Financial Corp.,Financial Services,16.36,0.058408451,0,0.008197818,0.955562265,498.608644,5.10184736,0.297682949,1.256844791,24.42,12.15
HAIN,Hain Celestial Group Inc,Consumer Defensive,11.61,0,N/A,N/A,0,1038.892986,N/A,0,1.174697826,22.14,9.36
HALO,Halozyme Therapeutics Inc.,Healthcare,35.58,0,N/A,N/A,0,4693.74491,20.08405858,0,0.615025537,59.46,29.85
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,21.76,0.072610294,0.053333333,0.036612953,1.519639873,2334.10655,44.68643482,2.767006325,1.922369822,37.72,13.22
HAYN,Haynes International Inc.,Industrials,47.04,0.018470977,0,0,0.868874742,598.90566,13.25511054,0.244065939,1.318777804,59.71,41.15
HBCP,Home Bancorp Inc,Financial Services,36.57,0.026746256,0.041666667,0.045639553,0.978110597,297.967569,7.157348354,0.19029389,0.927412432,41.29,26.95
HBNC,Horizon Bancorp Inc (IN),Financial Services,10.59,0.060434372,0,0.098560543,0.611274094,467.121765,5.698205172,0.325145794,1.193074601,14.99,7.23
HBT,HBT Financial Inc,Financial Services,19.04,0.026313844,N/A,N/A,0.501015588,606.352333,10.74178595,0.267922774,0.671080823,22.65,16.05
HCAT,Health Catalyst Inc,Healthcare,7.6,0,N/A,N/A,0,432.922501,N/A,0,1.735473589,15.87,6.4
HCC,Warrior Met Coal Inc,Basic Materials,49.37,0.005623704,0,0.069610376,0.277642271,2568.134288,5.714508236,0.032097372,0.682572586,52.92,30.09
HCCI,Heritage-Crystal Clean Inc,Industrials,45.51,0,N/A,N/A,0,0,0,N/A,,,
HCI,HCI Group Inc,Financial Services,62.69,0.02525257,0,0.012991368,1.583083638,538.594176,N/A,N/A,1.006353968,69.52,31.72
HCKT,Hackett Group Inc (The),Technology,23.49,0.018590172,N/A,N/A,0.436683142,639.31932,17.29619673,0.349346513,0.649339908,24.7,16.94
HCSG,"Healthcare Services Group, Inc.",Healthcare,10.04,0.021414343,N/A,N/A,0.215000004,741.44396,23.20856293,0.501048715,1.082817796,15.97,8.75
HDSN,"Hudson Technologies, Inc.",Basic Materials,12.37,0,N/A,N/A,0,561.537201,0,N/A,1.254765411,14.14,7.21
HEAR,Turtle Beach Corp,Technology,8.51,0,N/A,N/A,0,147.301888,N/A,0,1.570156266,13.26,6.17
HEES,H&E Equipment Services Inc,Industrials,43.54,0.024820102,0,0,1.080667221,1587.029778,9.507669964,0.232401553,1.255946952,54.98,31.48
HELE,Helen of Troy Ltd,Consumer Defensive,102.65,0,N/A,N/A,0,2437.19298,17.6649149,0,1.480644639,143.68,81.14
HFFG,HF Foods Group Inc.,Consumer Defensive,4.19,0,N/A,N/A,0,226.871422,N/A,0,1.506687644,6.55,3.42
HFWA,Heritage Financial Corp.,Financial Services,17.65,0.047985229,0.047619048,0.040950397,0.846939284,618.59367,7.652358079,0.371464598,0.962179468,31.55,14.12
HGV,Hilton Grand Vacations Inc,Consumer Cyclical,37.25,0,N/A,N/A,0,4099.242481,10.75916662,0,1.211779181,51.81,34.41
HI,Hillenbrand Inc,Industrials,40.47,0.021744502,0.011494253,0.00934742,0.873708502,2829.471746,4.651441305,0.100426265,1.171902214,53.4,37.19
HIBB,Hibbett Inc,Consumer Cyclical,50.37,0.019684674,N/A,N/A,0.991517053,624.307489,5.635866625,0.117062226,1.247470697,74.16,34.43
HIFS,Hingham Institution For Savings,Financial Services,163.94,0.015371477,0,0.089711009,2.493343776,345.25764,0,N/A,1.208926333,304.86,147.01
HIMS,Hims & Hers Health Inc,N/A,6.48,0,N/A,N/A,0,1313.140203,N/A,0,1.561743308,12.34,4.2
HIPO,Hippo Holdings Inc,N/A,9.78,0,N/A,N/A,0,231.44725,N/A,0,1.664245592,20.39,6.65
HL,Hecla Mining Co.,Basic Materials,4.34,0.005174831,0.666666667,0.201124434,0.022458767,2679.253634,N/A,N/A,1.190117856,6.98,3.55
HLF,Herbalife Ltd,Consumer Defensive,13.26,0,N/A,N/A,0,1314.2311,7.050596031,0,1.380755471,21.33,11.14
HLGN,Heliogen Inc,N/A,2.53,0,N/A,N/A,0,518.895407,N/A,0,2.694591413,60.73,1.63
HLI,Houlihan Lokey Inc,Financial Services,105.8,0.020793951,0.037735849,0.152921625,2.142121523,5441.437888,22.22528147,0.590116122,0.832196687,110.94,82.96
HLIO,Helios Technologies Inc,Industrials,44.01,0.008161324,0,0,0.359179886,1453.865465,21.19770019,0.171038041,1.042641821,72.29,39.09
HLIT,"Harmonic, Inc.",Technology,10.87,0,N/A,N/A,0,1216.515822,56.53217258,0,0.925570993,18.43,8.8
HLLY,Holley Inc,N/A,4.27,0,N/A,N/A,0,505.327189,15.04890524,0,1.642352311,8.06,1.88
HLMN,Hillman Solutions Corp,N/A,7.06,0,N/A,N/A,0,1375.248492,N/A,0,1.395226856,10.28,6.46
HLNE,Hamilton Lane Inc,Financial Services,91.94,0.018124133,0.1125,0.159311691,1.666332748,3547.831931,32.23484882,0.812845243,1.304461261,93.42,60.77
HLTH,Cue Health Inc,N/A,0.3221,0,N/A,N/A,0,49.445978,N/A,0,1.642874909,4.38,0.279
HLVX,HilleVax Inc,N/A,12.75,0,N/A,N/A,0,617.31587,0,N/A,1.012769991,22.68,9.94
HLX,Helix Energy Solutions Group Inc,Energy,10.19,0,N/A,N/A,0,1535.747424,76.15905894,0,0.809530682,11.88,5.76
HMN,Horace Mann Educators Corp.,Financial Services,33,0.04,0.03125,0.029754779,1.288959382,1347.795801,N/A,N/A,0.484198153,37.71,27.49
HMPT,Home Point Capital Inc,N/A,2.32,0,N/A,N/A,0,0,0,N/A,,,
HMST,HomeStreet Inc,Financial Services,6.35,0.135360331,N/A,N/A,0.859538101,119.342091,48.04431985,6.496886626,1.640519597,28.31,4.2
HNI,HNI Corp.,Industrials,38.55,0.033203632,0,0.016402191,1.259769039,1795.637489,41.83489793,1.278434178,0.925967692,38.68,24.07
HNST,Honest Company Inc (The ),N/A,1.24,0,N/A,N/A,0,115.855077,N/A,0,1.160975305,3.75,1.06
HOMB,Home Bancshares Inc,Financial Services,21.7,0.033179724,0.090909091,0.084471771,0.696795033,4396.016489,10.16126319,0.328676903,1.03459167,25.46,19.45
HONE,HarborOne Bancorp Inc.,Financial Services,10.47,0.027748247,N/A,N/A,0.290524148,487.331155,12.78715213,0.344304513,0.920258299,14.41,7.33
HOPE,Hope Bancorp Inc,Financial Services,9.6,0.056773206,N/A,N/A,0.545022774,1152.174931,6.310037193,0.358567614,1.211310311,12.97,7.21
HOUS,Anywhere Real Estate Inc,N/A,5.21,0,N/A,N/A,0,575.626491,N/A,0,2.379702153,9.85,4.09
HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,84.49,0,N/A,N/A,0,451.655489,3.206300283,0,2.261095089,127.99,35.84
HP,"Helmerich & Payne, Inc.",Energy,41.36,0.02417795,0.063829787,-0.188410664,1.920777309,4112.281115,10.32152442,0.505467713,1.082937031,53.39,29.98
HPK,HighPeak Energy Inc,N/A,17.5,0.005688436,N/A,N/A,0.099547627,2243.866153,9.473905739,0.049526183,1.32824725,29.86,10.37
HQY,Healthequity Inc,Healthcare,64.14,0,N/A,N/A,0,5490.384,428.100117,0,0.224992888,78.02,48.86
HRI,Herc Holdings Inc,Industrials,124,0.019785654,N/A,N/A,2.453421131,3505.196164,9.907281413,0.201761606,1.658632847,159.97,92.92
HRMY,Harmony Biosciences Holdings Inc,N/A,25.92,0,N/A,N/A,0,1518.184788,10.07054352,0,0.958677929,62.09,18.61
HRT,HireRight Holdings Corp,N/A,9.63,0,N/A,N/A,0,671.164352,6.505736948,0,1.261827214,13.42,6.88
HRTX,Heron Therapeutics Inc,Healthcare,0.7505,0,N/A,N/A,0,105.639837,0,N/A,1.672311529,3.53,0.5818
HSII,"Heidrick & Struggles International, Inc.",Industrials,25.09,0.017737806,0,0.029033661,0.445041542,504.866399,9.080494243,0.166060277,1.027376827,34.21,22.52
HSTM,Healthstream Inc,Healthcare,25.6,0.002923202,N/A,N/A,0.074833972,775.304576,59.31032558,0.175914367,0.51782995,27.57,20.42
HT,Hersha Hospitality Trust,Real Estate,9.93,0.024874184,N/A,N/A,0.247000643,398.241816,3.097205776,0.079677627,1.158450918,10.04,5.56
HTBI,HomeTrust Bancshares Inc,Financial Services,22,0.018059525,0.111111111,0.107566343,0.397309539,382.344754,0,N/A,0.783155844,30.5,17.85
HTBK,Heritage Commerce Corp.,Financial Services,8.78,0.057943722,0,0.033975227,0.508745877,536.380341,7.230014839,0.420451138,1.148208554,14.25,6.48
HTH,Hilltop Holdings Inc,Financial Services,29.87,0.020908043,0.066666667,0.148698355,0.624523241,1946.622553,18.27282719,0.380806854,1.174329234,34.51,26.78
HTLD,"Heartland Express, Inc.",Industrials,12.36,0.00644962,0,0,0.079717304,976.779344,16.20242417,0.104492469,0.951489572,18.05,11.44
HTLF,"Heartland Financial USA, Inc.",Financial Services,29.7,0.038864001,0.071428571,0.430969081,1.15426083,1266.715187,5.993164208,0.233184006,1.000756522,49.51,25.62
HUBG,"Hub Group, Inc.",Industrials,71.15,0,N/A,N/A,0,2235.202081,8.131437557,0,1.017356786,104.67,63.45
HUMA,Humacyte Inc,N/A,2.22,0,N/A,N/A,0,229.624606,N/A,0,1.22109826,5.6,1.96
HURN,Huron Consulting Group Inc,Industrials,101.4,0,N/A,N/A,0,1929.05317,25.14046696,0,0.508288305,113.31,66.51
HVT,"Haverty Furniture Cos., Inc.",Consumer Cyclical,29.35,0.039165502,0.071428571,0.084471771,1.149507475,476.580526,6.577788716,0.266089693,0.953901959,38.16,24.81
HWC,Hancock Whitney Corp.,Financial Services,38.55,0.029753456,0.111111111,0.021295688,1.146995741,3320.138025,6.421967681,0.191165957,1.370649074,54.68,30.09
HWKN,Hawkins Inc,Basic Materials,60.56,0.010568032,0.142857143,-0.065912645,0.596428177,1268.3535,18.38406627,0.181837859,0.821825905,63.21,36.15
HY,Hyster-Yale Materials Handling Inc,Industrials,43.69,0.029311264,0.007751938,0.009495375,1.280609126,599.239151,0,N/A,1.216196446,59.22,23.99
HYFM,Hydrofarm Holdings Group Inc,N/A,1.07,0,N/A,N/A,0,48.734529,N/A,0,2.537692224,3.25,0.6715
HYLN,Hyliion Holdings Corporation,N/A,0.669,0,N/A,N/A,0,121.236432,N/A,0,2.447875275,3.88,0.5181
HYMC,Hycroft Mining Holding Corporation,N/A,0.2534,0,N/A,N/A,0,51.220461,N/A,0,1.476828352,0.8797,0.2105
HYZN,Hyzon Motors Inc,N/A,0.9307,0,N/A,N/A,0,227.884692,N/A,0,2.40395383,2.35,0.45
HZO,"Marinemax, Inc.",Consumer Cyclical,30.16,0,N/A,N/A,0,660.82065,4.987288019,0,1.149815584,42.88,25.6
IAS,Integral Ad Science Holding Corp,N/A,13.72,0,N/A,N/A,0,2149.240223,251.0794653,0,1.687263522,20.88,6.63
IBCP,"Independent Bank Corporation (Ionia, MI)",Financial Services,21.05,0.042193111,N/A,N/A,0.888164983,440.875768,0,N/A,0.977565218,22.96,14.24
IBEX,IBEX Ltd,N/A,17.3,0,N/A,N/A,0,314.327835,0,N/A,0.628320584,31.4,11.45
IBOC,International Bancshares Corp.,Financial Services,47.55,0.026498423,N/A,N/A,1.243205456,2950.425861,7.182076759,0.188364463,0.88910444,51.57,38.05
IBP,Installed Building Products Inc,Industrials,125.1,0.017547235,N/A,N/A,2.19515906,3554.162057,14.77373627,0.25916872,1.482242239,157.78,75.39
IBRX,ImmunityBio Inc,N/A,3.75,0,N/A,N/A,0,2503.461919,N/A,0,2.93368325,7.1,1.21
IBTX,Independent Bank Group Inc,Financial Services,38.37,0.038430588,0,0.087348395,1.474581671,1584.03554,23.02511105,0.882983037,1.27175733,63.1,27.71
ICFI,"ICF International, Inc",Industrials,125.48,0.004449284,0,0,0.558296142,2359.024,36.46433982,0.164204748,0.722685112,136.53,93.99
ICHR,Ichor Holdings Ltd,Technology,26.14,0,N/A,N/A,0,765.902,33.93902601,0,1.870662697,39.73,23.7
ICPT,Intercept Pharmaceuticals Inc,Healthcare,18.98,0,N/A,N/A,0,793.036158,3.801142488,0,,21.86,8.82
ICVX,Icosavax Inc,N/A,7.09,0,N/A,N/A,0,354.830054,0,N/A,0.496517318,16.45,2.28
IDCC,Interdigital Inc,Communication Services,85.33,0.016792522,0.142857143,0.027066087,1.432905944,2253.317502,10.86506889,0.198463427,0.91374185,97.72,45.79
IDT,IDT Corp.,Communication Services,28.93,0,N/A,N/A,0,682.378969,16.85219226,0,0.404327971,35.18,21.64
IDYA,Ideaya Biosciences Inc,Healthcare,28.96,0,N/A,N/A,0,1666.915417,N/A,0,0.688055669,30.33,13.29
IE,Ivanhoe Electric Inc,N/A,10.89,0,N/A,N/A,0,1011.5721,0,N/A,1.167395783,16.75,9.56
IESC,IES Holdings Inc,Industrials,61.86,0,N/A,N/A,0,1249.051077,16.93513764,0,0.75746196,76.8,27.68
IGMS,IGM Biosciences Inc,Healthcare,4.94,0,N/A,N/A,0,162.354666,N/A,0,2.17282585,28.2,3.81
IGT,International Game Technology PLC,Consumer Cyclical,28.2,0.028064467,N/A,N/A,0.791417972,5614.025234,56.14025234,1.602709542,1.398530549,33.78,19.12
IHRT,iHeartMedia Inc,Communication Services,2.5,0,N/A,N/A,0,307.923003,0,N/A,2.150943158,9.03,2.02
III,Information Services Group Inc.,Technology,4.31,0.038699263,N/A,N/A,0.166793822,209.28367,0,N/A,1.179055911,5.77,3.97
IIIN,"Insteel Industries, Inc.",Industrials,29.77,0.004025078,0,0,0.119826581,579.153023,17.86682161,0.072184687,1.214513943,35.77,23.3
IIIV,i3 Verticals Inc,Technology,20.44,0,N/A,N/A,0,475.163243,N/A,0,1.355924989,30.84,17.87
IIPR,Innovative Industrial Properties Inc,Real Estate,80.59,0.089341109,0,0.387525241,6.949435999,2259.742149,13.84009891,1.200248014,1.466816934,114.61,60.4
ILPT,Industrial Logistics Properties Trust,Real Estate,3.07,0.013029316,0,-0.503067716,0.039669792,202.140537,N/A,N/A,2.044082268,4.88,1.63
IMAX,Imax Corp,Communication Services,18.63,0,N/A,N/A,0,1017.33018,40.03975834,0,0.992577795,21.82,12.89
IMGN,"Immunogen, Inc.",Healthcare,16.29,0,N/A,N/A,0,4055.28841,N/A,0,0.63799275,20.69,3.61
IMKTA,"Ingles Markets, Inc.",Consumer Defensive,82.6,0.00794246,0,0,0.656047167,1197.284935,5.243511304,0.054579631,0.389728787,101.61,73.07
IMVT,Immunovant Inc,Healthcare,33.99,0,N/A,N/A,0,4441.529961,0,N/A,0.242034238,44.19,11.54
IMXI,International Money Express Inc.,Technology,16.75,0,N/A,N/A,0,593.256408,10.43051511,0,0.709966139,28.24,15.76
INBK,First Internet Bancorp,Financial Services,17.65,0.013458546,0,0,0.237543337,153.862234,0,N/A,1.523198623,27.65,9.53
INBX,Inhibrx Inc,N/A,18.22,0,N/A,N/A,0,795.633748,N/A,0,1.568844147,34.72,14.31
INDB,Independent Bank Corp.,Financial Services,53.97,0.03952456,0.078431373,0.076752326,2.133140524,2381.988671,9.100521397,0.364639406,0.944531558,86.17,41.31
INDI,Indie Semiconductor Inc,N/A,5.23,0,N/A,N/A,0,766.343271,N/A,0,1.784558426,11.12,4.67
INDT,INDUS Realty Trust Inc,N/A,66.99,0,N/A,N/A,0.700000018,0,0,112.9032287,,,
INFN,Infinera Corp.,Technology,3.16,0,N/A,N/A,0,717.079113,N/A,0,1.471530831,7.8,2.82
INGN,Inogen Inc,Healthcare,5.33,0,N/A,N/A,0,123.626541,N/A,0,1.534426585,26.11,4.13
INN,Summit Hotel Properties Inc,Real Estate,6.38,0.03097793,N/A,N/A,0.197639194,686.352125,N/A,N/A,1.462099402,8.59,5.31
INNV,InnovAge Holding Corp,N/A,5.56,0,N/A,N/A,0,755.51971,N/A,0,1.275799991,8.15,5.04
INO,Inovio Pharmaceuticals Inc,Healthcare,0.395,0,N/A,N/A,0,105.889573,N/A,0,1.763422242,2.61,0.345
INSE,Inspired Entertainment Inc,Communication Services,10.46,0,N/A,N/A,0,275.48069,0,N/A,0.975017606,16.44,9.58
INSG,Inseego Corp,Technology,0.366,0,N/A,N/A,0,42.775525,N/A,0,2.020779243,1.65,0.3
INSM,Insmed Inc,Healthcare,24.85,0,N/A,N/A,0,3555.092315,N/A,0,0.805409706,27.59,16.04
INSP,Inspire Medical Systems Inc,Healthcare,169.7,0,N/A,N/A,0,4978.273551,N/A,0,1.281822224,330,143.81
INST,Instructure Holdings Inc,N/A,24.52,0,N/A,N/A,0,3547.949745,N/A,0,0.659479151,31.47,21.49
INSW,International Seaways Inc,Industrials,49.5,0.103879971,-0.936170213,0.148698355,5.142058571,2420.055,3.676492706,0.388666559,0.361516993,52.79,32.75
INTA,Intapp Inc,N/A,35.19,0,N/A,N/A,0,2436.57879,N/A,0,0.883966225,50.46,20.19
INVA,Innoviva Inc,Healthcare,13.63,0,N/A,N/A,0,873.50138,17.51310986,0,,13.9,10.64
INVE,Identiv Inc,Technology,6.13,0,N/A,N/A,0,141.785772,N/A,0,1.709633063,10.35,5.07
IONQ,IonQ Inc,N/A,11.58,0,N/A,N/A,0,2346.054246,N/A,0,2.875232894,21.6,3.04
IOSP,Innospec Inc,Basic Materials,100.35,0.013262694,N/A,N/A,1.330911333,2495.301695,19.75694137,0.263546799,0.829316051,114.38,91.74
IOVA,Iovance Biotherapeutics Inc,Healthcare,4.21,0,N/A,N/A,0,1043.139709,0,N/A,1.163471552,9.36,3.21
IPAR,"Inter Parfums, Inc.",Consumer Defensive,129.9,0.019245574,N/A,N/A,2.345975421,4153.639533,28.24778829,0.512221708,0.912689993,158.19,75.52
IPI,Intrepid Potash Inc,Basic Materials,21,0,N/A,N/A,0,276.411765,10.67185688,0,1.262003348,38.63,17.23
IPSC,Century Therapeutics Inc,N/A,1.76,0,N/A,N/A,0,105.186875,N/A,0,1.23332196,11.95,1.28
IRBT,Irobot Corp,Technology,32.37,0,N/A,N/A,0,896.526415,N/A,0,0.202285884,55.93,31.37
IRDM,Iridium Communications Inc,Communication Services,38.24,0.010154892,N/A,N/A,0.388323062,4736.045644,N/A,N/A,0.780915751,67.83,35.78
IRMD,Iradimed Corp,Healthcare,45.06,0.023302263,N/A,N/A,1.049999952,567.876445,38.66622382,0.905172373,0.796549674,51.04,26.59
IRNT,IronNet Inc,N/A,0.127,0,N/A,N/A,0,0,0,0,,,
IRT,Independence Realty Trust Inc,Real Estate,13.64,0.046920821,0.142857143,-0.023281316,0.591322505,3065.052911,53.85032699,2.341871305,1.209210613,19.11,11.61
IRTC,iRhythm Technologies Inc,Healthcare,83.28,0,N/A,N/A,0,2546.495782,N/A,0,1.074574758,140.23,72.42
IRWD,Ironwood Pharmaceuticals Inc,Healthcare,9.5,0,N/A,N/A,0,1482.277267,N/A,0,0.624447231,12.66,8.07
ISEE,IVERIC bio Inc,Healthcare,39.95,0,N/A,N/A,0,0,0,N/A,,,
ISPO,Inspirato Incorporated,N/A,4.74,0,N/A,N/A,0,325.677536,N/A,0,1.306103793,47.7,3.15
ITCI,Intra-Cellular Therapies Inc,Healthcare,54.99,0,N/A,N/A,0,5274.948799,0,N/A,0.710803043,67.05,42.01
ITGR,Integer Holdings Corp,Healthcare,86.51,0,N/A,N/A,0,2883.088232,34.98468914,0,0.829646965,96.17,61.85
ITIC,Investors Title Co.,Financial Services,149.95,0.012161411,-0.846666667,0.028346722,1.82360356,283.498919,0,N/A,,165.11,127.71
ITOS,ITeos Therapeutics Inc,N/A,10.34,0,N/A,N/A,0,369.985042,N/A,0,0.978816122,23,8.2
ITRI,Itron Inc.,Technology,64.28,0,N/A,N/A,0,2922.183456,39.09327825,0,1.251260161,79.99,46.82
IVR,Invesco Mortgage Capital Inc,Real Estate,7.91,0.218801339,-0.384615385,-0.023281316,1.730718595,352.626716,N/A,N/A,1.320040869,13.85,6.34
IVT,InvenTrust Properties Corp,N/A,25.51,0.032934498,N/A,N/A,0.84015905,1722.724356,0,N/A,0.939587593,26.23,20.34
IVVD,Invivyd Inc,N/A,1.52,0,N/A,N/A,0,166.828548,0,N/A,0.942108299,3.79,0.9802
JACK,"Jack In The Box, Inc.",Consumer Cyclical,66.75,0.026367041,N/A,N/A,1.734981906,1342.206597,8.671313463,0.234457014,0.716229397,98.5,60.43
JANX,Janux Therapeutics Inc,N/A,6.77,0,N/A,N/A,0,312.097,N/A,0,1.751476632,23.64,5.74
JBI,Janus International Group Inc,N/A,10.07,0,N/A,N/A,0,1477.50061,11.5356736,0,1.47225753,12.45,8.19
JBSS,"Sanfilippo (John B.) & Son, Inc",Consumer Defensive,93.38,0.008567145,N/A,N/A,0.800000012,837.901635,12.91065693,0.143626573,0.334841559,124.82,73.09
JBT,John Bean Technologies Corp,Industrials,107.8,0.003705409,0,0,0.399443068,3432.216819,6.110409149,0.022554662,1.384110584,125.76,85.92
JELD,JELD-WEN Holding Inc.,Industrials,12.66,0,N/A,N/A,0,1078.480371,20.02972237,0,1.878571268,18.52,8.98
JJSF,J&J Snack Foods Corp.,Consumer Defensive,159.54,0.017550458,0.05,0.080098759,2.80122784,3077.494532,46.77398788,0.82147444,0.408783603,176.2,130.29
JMSB,John Marshall Bancorp Inc,Financial Services,18.48,0.011904762,N/A,N/A,0.219999999,261.05103,0,N/A,0.960964849,28.9,14.38
